month,hour,day_type,weather_condition,temperature,location_zone,ride_demand,lag_1,lag_24
1,13,Weekend,Rainy,18.982520635298922,Central,30,12.0,24.0
6,3,Weekday,Cloudy,25.372733867316946,University,16,30.0,10.0
1,0,Weekday,Cloudy,26.611592444902826,Central,17,16.0,12.0
5,23,Weekend,Clear,39.77827280804868,Industrial,23,17.0,19.0
9,3,Weekend,Clear,22.57348918222626,Industrial,14,23.0,47.0
12,18,Weekday,Cloudy,29.98515153814219,University,42,14.0,18.0
5,8,Weekday,Cloudy,39.72094208236983,University,42,42.0,46.0
6,9,Weekend,Clear,35.42442257468297,Industrial,29,42.0,19.0
8,3,Weekend,Rainy,39.85408501940596,Mall,22,29.0,37.0
11,19,Weekend,Clear,39.30256292252372,Industrial,34,22.0,41.0
1,8,Weekday,Cloudy,28.769869926071394,Mall,32,34.0,21.0
2,12,Weekday,Clear,33.32026869715244,Airport,24,32.0,19.0
9,11,Weekend,Clear,20.429748792705325,Suburb,8,24.0,19.0
3,10,Weekend,Cloudy,27.70527415102964,Suburb,25,8.0,19.0
6,11,Weekend,Clear,35.798407929867345,Central,22,25.0,45.0
5,17,Weekday,Clear,29.117377061497155,Residential,39,22.0,42.0
11,11,Weekday,Clear,33.4593787219791,IT Park,17,39.0,35.0
2,15,Weekday,Clear,34.40652925965409,Central,17,17.0,8.0
7,4,Weekday,Cloudy,23.576321107343666,University,14,17.0,18.0
4,19,Weekday,Rainy,37.265386204736444,Hospital,49,14.0,16.0
1,11,Weekday,Clear,28.116093480001936,Industrial,15,49.0,16.0
4,20,Weekday,Cloudy,22.62407227967396,Hospital,36,15.0,23.0
6,10,Weekend,Cloudy,37.03914939934576,Airport,44,36.0,40.0
7,8,Weekday,Rainy,27.19201373433758,Airport,57,44.0,12.0
7,17,Weekend,Rainy,34.50687364435383,Stadium,49,57.0,30.0
7,2,Weekday,Cloudy,30.056727588875045,Airport,17,49.0,16.0
3,19,Weekday,Clear,26.40117854915901,Central,50,17.0,17.0
6,16,Weekend,Clear,35.81728113084853,Industrial,15,50.0,23.0
8,13,Weekday,Clear,30.85833849618149,IT Park,18,15.0,14.0
4,0,Weekday,Cloudy,26.592366253394697,Central,24,18.0,42.0
8,16,Weekday,Cloudy,20.411153147372794,Industrial,14,24.0,42.0
2,7,Weekday,Cloudy,37.699796902867575,Residential,14,14.0,29.0
10,4,Weekday,Cloudy,18.780330877516665,Residential,11,14.0,22.0
9,4,Weekday,Clear,36.99012166409724,Mall,14,11.0,34.0
9,8,Weekday,Cloudy,25.91915354742942,Industrial,50,14.0,32.0
8,2,Weekday,Clear,32.06545279703093,IT Park,19,50.0,24.0
10,18,Weekend,Clear,38.288393924385076,University,30,19.0,8.0
10,22,Weekday,Clear,21.337545541085767,Hospital,17,30.0,25.0
1,8,Weekend,Rainy,30.472910464053825,Mall,50,17.0,22.0
2,21,Weekday,Clear,34.817522972144225,Stadium,11,50.0,39.0
6,17,Weekday,Cloudy,34.66684431981926,Residential,37,11.0,17.0
10,15,Weekday,Clear,29.563902121189088,University,17,37.0,17.0
5,0,Weekday,Clear,31.744268117942077,University,19,17.0,14.0
12,1,Weekday,Rainy,34.66559387092258,Hospital,28,19.0,49.0
9,13,Weekday,Cloudy,36.502608030663055,Stadium,15,28.0,15.0
5,13,Weekday,Clear,34.759888131269,Suburb,12,15.0,36.0
2,0,Weekday,Clear,25.788108749987337,Hospital,12,12.0,44.0
10,15,Weekday,Rainy,39.92798082327013,Industrial,26,12.0,57.0
4,14,Weekend,Clear,27.559059261824697,Central,22,26.0,49.0
9,14,Weekday,Cloudy,18.538223460696535,Central,20,22.0,17.0
1,11,Weekday,Clear,25.977572934880165,Hospital,18,20.0,50.0
11,15,Weekend,Clear,20.811225000624553,Mall,19,18.0,15.0
1,13,Weekday,Clear,20.67173754602425,Central,22,19.0,18.0
12,23,Weekend,Cloudy,24.193770882351675,Central,24,22.0,24.0
7,14,Weekday,Cloudy,19.17426087189974,Suburb,16,24.0,14.0
11,22,Weekday,Clear,33.147268145010386,Residential,14,16.0,14.0
3,14,Weekend,Cloudy,19.62775545244191,Industrial,23,14.0,11.0
10,18,Weekday,Rainy,22.472370219591035,IT Park,39,23.0,14.0
2,7,Weekday,Rainy,20.043793718870624,Industrial,27,39.0,50.0
9,1,Weekday,Clear,19.389690079866682,University,17,27.0,19.0
3,1,Weekend,Clear,23.890536641869915,Residential,17,17.0,30.0
2,9,Weekday,Rainy,30.581777288528137,University,53,17.0,17.0
12,2,Weekday,Clear,39.22308224183052,Hospital,13,53.0,50.0
8,22,Weekday,Clear,37.262246395691335,Residential,15,13.0,11.0
10,16,Weekday,Rainy,37.270546359797144,Stadium,18,15.0,37.0
6,7,Weekend,Clear,21.873474792828468,IT Park,16,18.0,17.0
6,22,Weekday,Clear,23.827958256952044,Stadium,12,16.0,19.0
10,3,Weekday,Clear,19.680652969496727,University,12,12.0,28.0
11,13,Weekday,Cloudy,35.12630347813407,University,13,12.0,15.0
7,20,Weekday,Clear,19.535958632682362,IT Park,40,13.0,12.0
7,9,Weekday,Rainy,30.24730475805877,University,54,40.0,12.0
11,0,Weekend,Cloudy,23.453262591126915,Stadium,15,54.0,26.0
6,3,Weekday,Clear,23.355803948632385,Hospital,11,15.0,22.0
4,0,Weekday,Clear,39.79595121544732,Residential,16,11.0,20.0
11,16,Weekday,Clear,34.64915575352782,Residential,15,16.0,18.0
9,16,Weekday,Cloudy,36.412665882403104,Hospital,15,15.0,19.0
6,6,Weekend,Clear,30.58361907756828,IT Park,18,15.0,22.0
4,22,Weekday,Rainy,37.16231432266248,Residential,15,18.0,24.0
12,19,Weekend,Clear,32.200791861659766,IT Park,39,15.0,16.0
3,14,Weekday,Clear,38.815821505519594,Mall,17,39.0,14.0
4,12,Weekend,Clear,24.18944889300401,Mall,14,17.0,23.0
3,1,Weekend,Cloudy,31.09703000722369,Industrial,20,14.0,39.0
2,18,Weekend,Clear,33.18288965461163,Industrial,45,20.0,27.0
5,23,Weekday,Clear,26.644620710611747,Residential,11,45.0,17.0
2,12,Weekday,Rainy,37.35357561288917,Mall,30,11.0,17.0
6,23,Weekday,Cloudy,39.555669588291394,Mall,13,30.0,53.0
3,10,Weekday,Cloudy,28.862928810198554,University,30,13.0,13.0
6,21,Weekday,Cloudy,26.594094405695458,Stadium,18,30.0,15.0
11,14,Weekend,Cloudy,28.382634428242092,University,14,18.0,18.0
10,9,Weekday,Clear,36.76020840610249,University,41,14.0,16.0
9,8,Weekend,Clear,32.200305361399685,Industrial,34,41.0,12.0
1,8,Weekday,Cloudy,18.984992195398092,Central,40,34.0,12.0
6,19,Weekday,Clear,29.927738029805724,Airport,38,40.0,13.0
9,0,Weekend,Cloudy,18.380602700301335,Residential,14,38.0,40.0
11,16,Weekday,Clear,35.12777816207492,Residential,15,14.0,54.0
4,11,Weekday,Clear,25.222870017934202,Suburb,12,15.0,15.0
11,9,Weekend,Clear,28.384164606581244,Industrial,36,12.0,11.0
12,4,Weekend,Clear,35.5709183299679,IT Park,16,36.0,16.0
2,17,Weekend,Cloudy,19.021873980286756,Residential,28,16.0,15.0
4,14,Weekday,Clear,21.48791378301543,Suburb,11,28.0,15.0
1,5,Weekday,Clear,26.755128281792526,Stadium,18,11.0,18.0
3,6,Weekday,Rainy,23.058353598002334,Airport,34,18.0,15.0
10,16,Weekday,Clear,25.43383136705139,Suburb,9,34.0,39.0
9,5,Weekend,Cloudy,39.95984423363423,Airport,26,9.0,17.0
10,7,Weekend,Rainy,36.15911762662384,Hospital,23,26.0,14.0
5,11,Weekday,Rainy,37.445839929122386,Hospital,23,23.0,20.0
11,20,Weekday,Rainy,38.61520193844706,Central,49,23.0,45.0
6,13,Weekend,Clear,25.500589366912305,Central,23,49.0,11.0
3,11,Weekday,Rainy,24.5356930715224,IT Park,28,23.0,30.0
5,22,Weekend,Cloudy,23.149374836585647,Suburb,9,28.0,13.0
11,9,Weekday,Cloudy,36.262572048778694,IT Park,40,9.0,30.0
8,21,Weekday,Clear,32.95014097027407,Airport,22,40.0,18.0
6,19,Weekday,Rainy,23.195783614623302,Hospital,45,22.0,14.0
4,14,Weekday,Cloudy,26.293864242630008,Suburb,13,45.0,41.0
2,6,Weekend,Cloudy,29.147658806521562,Hospital,10,13.0,34.0
9,8,Weekday,Clear,29.619081260022583,Mall,41,10.0,40.0
12,9,Weekday,Clear,37.55201002813772,Stadium,35,41.0,38.0
1,9,Weekday,Rainy,26.37245492483876,Stadium,45,35.0,14.0
1,15,Weekday,Clear,37.987528671011276,Mall,14,45.0,15.0
4,6,Weekday,Clear,27.71008632703537,Residential,10,14.0,12.0
7,4,Weekend,Cloudy,34.420198845431784,Stadium,13,10.0,36.0
1,22,Weekend,Clear,38.46559503967123,Industrial,20,13.0,16.0
9,2,Weekday,Clear,37.96666548719186,Hospital,16,20.0,28.0
4,17,Weekday,Clear,19.252963080504987,University,35,16.0,11.0
3,10,Weekday,Clear,22.525494489484537,Hospital,37,35.0,18.0
1,14,Weekday,Clear,28.491919361710053,Hospital,18,37.0,34.0
10,20,Weekend,Clear,27.49419437896836,IT Park,38,18.0,9.0
4,19,Weekday,Clear,32.09961662641855,University,36,38.0,26.0
9,4,Weekend,Cloudy,38.783599118159074,University,18,36.0,23.0
10,23,Weekday,Rainy,20.472903648114873,Industrial,24,18.0,23.0
6,11,Weekday,Clear,27.94089063295329,Central,18,24.0,49.0
6,3,Weekday,Clear,22.233042833517064,Hospital,16,18.0,23.0
1,14,Weekday,Clear,37.67036716475485,Central,23,16.0,28.0
10,8,Weekday,Cloudy,39.22076408763636,Residential,34,23.0,9.0
2,6,Weekday,Rainy,28.531437001587705,Airport,29,34.0,40.0
11,9,Weekday,Clear,20.288226550019097,Hospital,38,29.0,22.0
6,22,Weekday,Clear,35.27648266789881,University,13,38.0,45.0
2,12,Weekend,Cloudy,33.33710971083278,University,16,13.0,13.0
3,7,Weekend,Cloudy,25.802758185426832,Mall,20,16.0,10.0
4,11,Weekend,Clear,37.52296442731719,Hospital,18,20.0,41.0
11,21,Weekday,Cloudy,39.468301575219556,Industrial,19,18.0,35.0
5,23,Weekday,Cloudy,30.272784680864298,University,15,19.0,45.0
9,18,Weekend,Rainy,30.44601404957443,Residential,40,15.0,14.0
12,0,Weekend,Clear,24.545297112503114,Hospital,12,40.0,10.0
4,15,Weekday,Rainy,30.859132791632913,Industrial,26,12.0,13.0
11,21,Weekday,Clear,27.67213105154662,Hospital,13,26.0,20.0
9,16,Weekday,Cloudy,24.648202592417142,University,15,13.0,16.0
11,17,Weekday,Cloudy,19.478074323525828,IT Park,44,15.0,35.0
10,10,Weekend,Clear,23.559572913600746,Central,41,44.0,37.0
3,17,Weekend,Cloudy,22.352802292908617,Residential,40,41.0,18.0
8,6,Weekday,Clear,29.924923660186877,Industrial,23,40.0,38.0
12,17,Weekday,Clear,31.236740478799064,Hospital,37,23.0,36.0
1,7,Weekend,Clear,31.38857793473236,IT Park,15,37.0,18.0
11,5,Weekday,Clear,26.53998202300494,Residential,16,15.0,24.0
9,6,Weekday,Clear,27.267054141080912,Industrial,23,16.0,18.0
9,22,Weekday,Rainy,36.35324545209408,IT Park,23,23.0,16.0
10,21,Weekday,Clear,28.47712189737757,IT Park,21,23.0,23.0
2,9,Weekend,Clear,39.731013307016696,Hospital,32,21.0,34.0
4,10,Weekend,Clear,27.67157906019503,Suburb,41,32.0,29.0
8,12,Weekend,Clear,32.29078078159246,Residential,17,41.0,38.0
7,8,Weekday,Clear,19.107985977854707,Hospital,27,17.0,13.0
1,6,Weekday,Clear,32.37347833721384,Hospital,17,27.0,16.0
5,8,Weekday,Clear,36.73138067713013,Central,38,17.0,20.0
7,12,Weekend,Clear,38.734072447732515,Residential,16,38.0,18.0
4,2,Weekend,Cloudy,39.941053456074954,Suburb,10,16.0,19.0
1,2,Weekday,Cloudy,24.20793020428313,Mall,16,10.0,15.0
9,0,Weekend,Clear,30.65814142616577,Airport,22,16.0,40.0
5,20,Weekday,Clear,27.915795681707245,IT Park,47,22.0,12.0
11,19,Weekday,Rainy,30.403984572653762,Residential,44,47.0,26.0
2,1,Weekday,Clear,21.463965058176626,Stadium,17,44.0,13.0
8,2,Weekday,Rainy,36.83529059711071,Hospital,19,17.0,15.0
11,14,Weekday,Clear,38.01051675358093,Industrial,17,19.0,44.0
2,23,Weekday,Clear,27.892556588484297,IT Park,15,17.0,41.0
3,5,Weekday,Cloudy,24.169456954618692,Residential,11,15.0,40.0
10,12,Weekday,Rainy,21.09833540836627,Central,24,11.0,23.0
1,20,Weekday,Clear,33.0428261451117,Industrial,43,24.0,37.0
11,0,Weekday,Clear,24.869100471656175,Industrial,17,43.0,15.0
2,19,Weekday,Clear,38.00984853809455,Central,44,17.0,16.0
7,18,Weekday,Rainy,32.76227444658714,Stadium,35,44.0,23.0
10,0,Weekday,Cloudy,32.205077153833294,Residential,12,35.0,23.0
2,20,Weekend,Clear,30.306846549761296,Central,45,12.0,21.0
6,21,Weekday,Clear,19.007079467431964,University,11,45.0,32.0
3,1,Weekday,Clear,38.50229358508291,Industrial,21,11.0,41.0
4,14,Weekend,Clear,31.81462485258812,IT Park,15,21.0,17.0
11,13,Weekday,Clear,39.869363634428424,University,19,15.0,27.0
8,18,Weekday,Cloudy,29.821840905003516,IT Park,35,19.0,17.0
3,10,Weekday,Clear,33.62243962193669,Mall,48,35.0,38.0
10,14,Weekday,Clear,19.236610273056886,Hospital,18,48.0,16.0
6,5,Weekend,Cloudy,31.89819589011504,Residential,11,18.0,10.0
1,19,Weekday,Clear,34.82229145498786,Airport,36,11.0,16.0
7,8,Weekday,Clear,35.12731448675626,Airport,46,36.0,22.0
8,4,Weekday,Clear,34.942456349066276,Hospital,11,46.0,47.0
11,19,Weekday,Clear,22.97821780046069,Mall,43,11.0,44.0
8,1,Weekday,Cloudy,39.45876650731497,Central,17,43.0,17.0
3,5,Weekday,Cloudy,39.89400665374865,Residential,13,17.0,19.0
10,17,Weekday,Clear,19.663109253555227,Suburb,34,13.0,17.0
1,22,Weekday,Clear,38.601821301858664,University,16,34.0,15.0
9,18,Weekday,Clear,24.367882274696125,Industrial,51,16.0,11.0
6,8,Weekday,Cloudy,33.164249798521226,Hospital,27,51.0,24.0
11,20,Weekday,Clear,25.43844025619491,Airport,44,27.0,43.0
9,23,Weekday,Clear,39.29059511420867,Suburb,14,44.0,17.0
7,5,Weekend,Clear,20.23308488267778,Airport,23,14.0,44.0
1,13,Weekday,Clear,28.950429973040272,Mall,20,23.0,35.0
12,23,Weekday,Cloudy,27.417051422725642,Suburb,10,20.0,12.0
12,12,Weekday,Rainy,25.172515950115667,Central,24,10.0,45.0
1,10,Weekday,Rainy,32.20174779936327,Airport,51,24.0,11.0
6,11,Weekday,Clear,20.883226355276683,University,20,51.0,21.0
5,18,Weekday,Cloudy,33.76657319894133,Central,39,20.0,15.0
9,18,Weekend,Cloudy,39.573026723705325,Central,40,39.0,19.0
2,20,Weekday,Rainy,35.70029171830986,Industrial,51,40.0,35.0
8,18,Weekday,Clear,36.92036856401,Mall,41,51.0,48.0
11,23,Weekend,Cloudy,25.912008349938056,Suburb,11,41.0,18.0
5,12,Weekday,Clear,25.14750534258681,Suburb,12,11.0,11.0
2,13,Weekday,Cloudy,29.375063803182933,Airport,24,12.0,36.0
10,23,Weekday,Clear,19.00598552477,Suburb,13,24.0,46.0
11,17,Weekend,Cloudy,38.79787895804372,Airport,44,13.0,11.0
11,11,Weekday,Rainy,21.16327380635623,University,27,44.0,43.0
12,3,Weekday,Clear,37.86628686169803,Hospital,16,27.0,17.0
6,9,Weekday,Clear,19.838808884007825,University,46,16.0,13.0
10,16,Weekday,Clear,36.097748408928325,Airport,17,46.0,34.0
8,3,Weekday,Clear,21.34317556932073,Residential,10,17.0,16.0
4,11,Weekday,Clear,18.8388955100124,IT Park,13,10.0,51.0
2,12,Weekday,Clear,33.82876790570699,Airport,24,13.0,27.0
12,3,Weekend,Rainy,24.165836603837423,Mall,22,24.0,44.0
11,9,Weekday,Clear,33.71891536125569,Airport,38,22.0,14.0
5,2,Weekday,Cloudy,30.211875510402034,IT Park,18,38.0,23.0
12,14,Weekday,Rainy,20.39376258506144,Central,20,18.0,20.0
2,1,Weekend,Rainy,38.5068616126256,IT Park,27,20.0,10.0
2,16,Weekday,Cloudy,27.950911844796508,Mall,20,27.0,24.0
6,5,Weekday,Clear,34.15784011157113,University,13,20.0,51.0
11,7,Weekday,Cloudy,29.022452584343753,Airport,23,13.0,20.0
10,2,Weekday,Clear,31.295952449146505,Central,18,23.0,39.0
9,17,Weekend,Rainy,24.661019031847232,Residential,37,18.0,40.0
4,21,Weekday,Cloudy,22.407926688075907,Hospital,16,37.0,51.0
6,0,Weekday,Cloudy,29.93654447497749,Industrial,14,16.0,41.0
7,15,Weekday,Clear,27.684817405362043,University,14,14.0,11.0
11,6,Weekday,Cloudy,26.58249069554653,University,19,14.0,12.0
6,2,Weekday,Cloudy,32.79647829208171,Industrial,18,19.0,24.0
8,22,Weekday,Rainy,33.19114590424499,Airport,34,18.0,13.0
4,3,Weekday,Clear,19.010241234007786,Mall,18,34.0,44.0
12,8,Weekend,Rainy,25.452378873360786,Mall,40,18.0,27.0
1,4,Weekday,Clear,27.058820104980303,Mall,19,40.0,16.0
7,18,Weekday,Cloudy,20.1316275456117,Stadium,33,19.0,46.0
3,14,Weekday,Cloudy,23.189819067362343,Central,18,33.0,17.0
6,7,Weekday,Clear,19.136119538900648,Residential,17,18.0,10.0
2,5,Weekend,Clear,39.91732616957445,Residential,11,17.0,13.0
9,17,Weekday,Cloudy,34.20425846533658,IT Park,41,11.0,24.0
1,18,Weekday,Clear,19.92390344306058,Stadium,32,41.0,22.0
6,23,Weekday,Clear,18.445486355382027,Industrial,14,32.0,38.0
6,14,Weekday,Cloudy,33.82433160335017,Suburb,9,14.0,18.0
5,6,Weekend,Cloudy,27.662227645018675,Airport,25,9.0,20.0
5,9,Weekday,Cloudy,35.309527599420676,Stadium,39,25.0,27.0
1,5,Weekday,Clear,38.31647283200444,Mall,17,39.0,20.0
10,13,Weekend,Clear,31.184608558360196,Central,16,17.0,13.0
12,16,Weekday,Cloudy,22.116385304179566,University,19,16.0,23.0
5,8,Weekday,Cloudy,35.20826879302196,Industrial,37,19.0,18.0
2,18,Weekend,Cloudy,39.02785834983624,Industrial,36,37.0,37.0
7,4,Weekend,Cloudy,30.765088315319034,Central,15,36.0,16.0
3,22,Weekend,Clear,33.003943840176134,Airport,21,15.0,14.0
4,6,Weekend,Clear,25.424443290806806,Central,21,21.0,14.0
3,18,Weekday,Rainy,26.393609282526846,Hospital,45,21.0,19.0
3,19,Weekday,Clear,34.162398952767404,IT Park,40,45.0,18.0
4,6,Weekday,Cloudy,38.410964164950016,Suburb,11,40.0,34.0
5,23,Weekday,Rainy,31.83774451893575,Stadium,19,11.0,18.0
1,1,Weekday,Rainy,35.376653986677645,Industrial,26,19.0,40.0
4,22,Weekend,Cloudy,21.77597038313821,Hospital,12,26.0,19.0
12,15,Weekend,Clear,22.663099985675416,University,18,12.0,33.0
12,12,Weekday,Rainy,29.704763110334582,Residential,25,18.0,18.0
11,7,Weekday,Cloudy,21.884192229342492,University,11,25.0,17.0
8,5,Weekday,Clear,31.969891544860317,Industrial,15,11.0,11.0
10,5,Weekday,Cloudy,24.41637007868338,Mall,15,15.0,41.0
7,8,Weekday,Clear,35.413717610671625,Mall,43,15.0,32.0
9,3,Weekday,Rainy,35.778427625515555,Suburb,27,43.0,14.0
5,10,Weekday,Clear,28.203324026617768,University,30,27.0,9.0
10,4,Weekend,Cloudy,21.977833970827977,University,14,30.0,25.0
4,16,Weekday,Cloudy,32.22904914380251,University,19,14.0,39.0
8,19,Weekday,Cloudy,39.8413144017989,Airport,49,19.0,17.0
9,6,Weekend,Cloudy,31.696999754735515,Hospital,13,49.0,16.0
7,14,Weekday,Rainy,18.787043195708172,Industrial,26,13.0,19.0
7,14,Weekday,Clear,18.380467466875817,Central,16,26.0,37.0
5,13,Weekday,Clear,25.047963350830734,IT Park,20,16.0,36.0
4,12,Weekday,Cloudy,22.307243750928908,Residential,11,20.0,15.0
10,10,Weekday,Clear,35.88712655715278,Industrial,39,11.0,21.0
1,12,Weekend,Clear,36.58572467479201,Mall,19,39.0,21.0
10,21,Weekday,Clear,23.689612968830474,University,14,19.0,45.0
10,23,Weekend,Clear,25.16418509289764,Stadium,13,14.0,40.0
7,8,Weekday,Cloudy,23.197433289732523,Industrial,40,13.0,11.0
1,9,Weekday,Cloudy,37.98441604216781,Stadium,43,40.0,19.0
1,3,Weekday,Clear,29.05828536169021,IT Park,19,43.0,26.0
5,16,Weekday,Cloudy,32.43501496980444,Residential,10,19.0,12.0
9,13,Weekday,Clear,27.140605907391272,Central,24,10.0,18.0
6,23,Weekday,Cloudy,31.882312257099684,Mall,14,24.0,25.0
3,17,Weekday,Clear,26.488818287878196,Hospital,41,14.0,11.0
3,10,Weekday,Cloudy,25.47292563004296,Suburb,31,41.0,15.0
7,15,Weekday,Clear,31.958561609816563,Central,24,31.0,15.0
6,0,Weekend,Clear,31.003365717077763,Airport,24,24.0,43.0
9,6,Weekend,Cloudy,24.457614991694893,IT Park,22,24.0,27.0
6,9,Weekend,Clear,21.285665907028417,Airport,35,22.0,30.0
5,8,Weekday,Rainy,26.108687264439027,Central,56,35.0,14.0
10,2,Weekend,Cloudy,27.134348061122004,Suburb,9,56.0,19.0
7,21,Weekday,Clear,31.831055335341304,Central,24,9.0,49.0
1,22,Weekday,Cloudy,38.119632800011004,IT Park,13,24.0,13.0
12,13,Weekend,Clear,18.796065545724353,Airport,26,13.0,26.0
7,14,Weekday,Clear,23.360542275920587,Central,19,26.0,16.0
3,1,Weekday,Rainy,22.26175073015033,University,23,19.0,20.0
9,23,Weekend,Clear,29.05047699126324,Suburb,11,23.0,11.0
6,13,Weekday,Cloudy,27.453417754949516,Residential,11,11.0,39.0
9,15,Weekday,Clear,34.03882772404415,Mall,20,11.0,19.0
5,6,Weekend,Cloudy,23.333150075987003,Stadium,9,20.0,14.0
7,3,Weekend,Clear,31.07896404649469,Airport,21,9.0,13.0
4,17,Weekend,Clear,37.44485979919911,Mall,32,21.0,40.0
7,23,Weekday,Rainy,38.0349102782027,Industrial,26,32.0,43.0
1,4,Weekend,Clear,39.09326130395068,Suburb,16,26.0,19.0
7,5,Weekday,Cloudy,35.01174534575975,Suburb,15,16.0,10.0
8,6,Weekday,Cloudy,37.93173393769613,University,12,15.0,24.0
5,14,Weekday,Cloudy,23.159679183676033,University,14,12.0,14.0
2,0,Weekend,Cloudy,22.346780775710492,IT Park,20,14.0,41.0
5,23,Weekday,Clear,18.14273784317158,Industrial,16,20.0,31.0
6,3,Weekday,Clear,33.550575863440166,Central,21,16.0,24.0
12,0,Weekday,Rainy,38.62427813190237,IT Park,27,21.0,24.0
2,10,Weekday,Cloudy,22.11257759091688,Stadium,27,27.0,22.0
6,17,Weekday,Clear,32.01275865939134,Stadium,33,27.0,35.0
6,13,Weekday,Clear,34.42211470287911,Airport,20,33.0,56.0
1,21,Weekday,Cloudy,38.40751317325724,Stadium,9,20.0,9.0
1,10,Weekday,Rainy,32.230924928378876,Residential,39,9.0,24.0
11,9,Weekday,Rainy,39.34646212047255,Stadium,50,39.0,13.0
10,16,Weekend,Rainy,25.58280910227605,Central,32,50.0,26.0
3,3,Weekday,Clear,25.698427742970967,IT Park,21,32.0,19.0
10,23,Weekend,Rainy,29.946275220315602,Central,21,21.0,23.0
10,14,Weekend,Rainy,26.437041384549957,Suburb,21,21.0,11.0
12,15,Weekday,Clear,18.031366022325717,Airport,17,21.0,11.0
3,20,Weekday,Clear,34.09898455191372,IT Park,39,17.0,20.0
4,12,Weekend,Clear,34.537774912526636,University,19,39.0,9.0
2,8,Weekday,Cloudy,34.43344130310895,Mall,41,19.0,21.0
9,10,Weekday,Clear,25.590454665430265,Mall,49,41.0,32.0
10,10,Weekday,Clear,29.490368412845783,Residential,40,49.0,26.0
12,5,Weekday,Clear,25.919417399886726,Hospital,10,40.0,16.0
11,0,Weekday,Clear,18.352800800674206,Hospital,16,10.0,15.0
7,21,Weekday,Clear,30.373876707971213,Industrial,16,16.0,12.0
7,5,Weekday,Cloudy,20.722734653848242,Stadium,18,16.0,14.0
6,12,Weekday,Clear,19.760909130011694,IT Park,16,18.0,20.0
3,21,Weekday,Rainy,34.62097951132932,Suburb,19,16.0,16.0
6,23,Weekday,Rainy,18.209136453198322,Central,32,19.0,21.0
12,21,Weekday,Rainy,39.098185759391974,Residential,15,32.0,27.0
8,4,Weekday,Cloudy,29.335618010476693,University,18,15.0,27.0
8,14,Weekday,Clear,39.62636147553526,Airport,25,18.0,33.0
11,17,Weekend,Clear,19.275946594399585,IT Park,38,25.0,20.0
9,19,Weekday,Clear,30.837650075050092,Suburb,29,38.0,9.0
1,13,Weekday,Rainy,25.685194791470046,Suburb,22,29.0,39.0
1,14,Weekday,Clear,36.55661484191428,Airport,22,22.0,50.0
3,4,Weekday,Cloudy,25.946900175154298,Central,19,22.0,32.0
3,3,Weekday,Cloudy,23.73072673926168,University,15,19.0,21.0
10,1,Weekday,Rainy,36.866168796198096,Residential,16,15.0,21.0
8,6,Weekend,Cloudy,26.242368016371742,Mall,17,16.0,21.0
10,9,Weekday,Cloudy,18.37033303693235,Residential,30,17.0,17.0
1,15,Weekday,Clear,26.586360218465344,Industrial,14,30.0,39.0
2,9,Weekend,Cloudy,32.39948991824072,Suburb,33,14.0,19.0
2,17,Weekend,Clear,23.5959098537404,Industrial,49,33.0,41.0
3,16,Weekday,Rainy,27.50372703335346,Industrial,24,49.0,49.0
6,20,Weekend,Clear,19.24773304220896,Residential,39,24.0,40.0
1,12,Weekday,Clear,30.938041413307058,Industrial,16,39.0,10.0
2,0,Weekday,Rainy,34.63848832492866,Residential,20,16.0,16.0
1,0,Weekday,Clear,27.092876350824426,Residential,14,20.0,16.0
5,14,Weekday,Rainy,27.245117921632122,Airport,27,14.0,18.0
7,0,Weekend,Rainy,19.94221496886816,Mall,27,27.0,16.0
8,5,Weekend,Cloudy,22.442699019263618,Stadium,17,27.0,19.0
10,12,Weekday,Clear,21.402856668814078,Stadium,14,17.0,32.0
1,0,Weekend,Clear,28.597130910553837,Central,20,14.0,15.0
7,4,Weekend,Rainy,29.6436219009165,Residential,18,20.0,18.0
5,8,Weekend,Rainy,38.876682888253725,Central,54,18.0,25.0
10,16,Weekend,Clear,19.611093094099147,Residential,11,54.0,38.0
1,15,Weekday,Clear,31.197095409411038,University,20,11.0,29.0
3,7,Weekend,Clear,29.58296760122131,Hospital,12,20.0,22.0
7,16,Weekday,Rainy,29.357128154588242,Suburb,26,12.0,22.0
10,14,Weekday,Clear,37.20950432242218,Suburb,13,26.0,19.0
1,23,Weekday,Clear,22.521846355300703,Mall,15,13.0,15.0
7,0,Weekday,Cloudy,18.897012035510173,Industrial,22,15.0,16.0
5,11,Weekday,Clear,32.78997316795223,Mall,20,22.0,17.0
1,4,Weekday,Rainy,25.593464210991563,Stadium,22,20.0,30.0
1,23,Weekday,Clear,18.38697815667554,Stadium,13,22.0,14.0
1,5,Weekend,Clear,23.530228160389104,Mall,20,13.0,33.0
11,0,Weekend,Clear,24.80518903276986,Stadium,15,20.0,49.0
9,0,Weekday,Clear,31.570444289253324,Stadium,17,15.0,24.0
11,9,Weekend,Clear,21.796887469083988,Mall,33,17.0,39.0
3,9,Weekend,Clear,27.087195654974757,Mall,42,33.0,16.0
5,2,Weekday,Clear,28.614459777192316,Airport,17,42.0,20.0
11,16,Weekday,Rainy,28.10322261001,Central,27,17.0,14.0
10,18,Weekday,Clear,39.426696866669204,Industrial,34,27.0,27.0
12,10,Weekend,Rainy,19.001093231386513,Suburb,39,34.0,27.0
